"Country","K1","K2","K3","K4","K5"
"Philippines",4.174948749206799,14.886070917228015,17.054473427640758,15.480472739198515,14.622204805314285
"PitcairnIslands",0.,0.,8.631544528945778,7.473355262655029,6.885205745137217
"Poland",14.740441882376063,17.06560573745752,19.347230584201874,17.46935273296823,16.438292731651554
"Portugal",2.688223213038826,3.975132777005059,16.337778492114,14.618093838247912,13.673533037443528
"PuertoRico",2.825109398767684,5.58008603257512,16.961846172116125,15.171383755129126,14.329518100232772
"Qatar",13.113727146860532,10.23182444193862,14.841963168414624,13.62688453501141,13.007445729713895
"Reunion",0.4672724057768557,1.823350436360837,14.887923409996414,13.186941752869469,12.284953544008705
"Russia",4.6583304621657335,5.929503622497105,15.32633713436367,13.782578993768984,12.985053698344762
"Rwanda",2.0720103922130106,18.951492998846806,18.631970976672623,16.609783993554636,15.499460526971065
"SaintHelena",0.,0.,10.143914468968365,8.794675560116358,8.107462003008328
"SaintKittsNevis",0.14006506524450174,7.1253700043575545,12.938282709781426,11.373405196036424,10.55272281500974
"SaintLucia",0.5346619502045744,9.768760772628077,14.893366737751451,13.35753037431075,12.514510216879563
"SaintPierreMiquelon",0.12842738934867945,0.6565791583210463,12.806797498687597,11.219459256712968,10.399076109081076
"SaintVincentGrenadines",0.43946089907704755,17.469435977200913,18.96889844137112,16.92686931781883,15.828082362241801
"Samoa",0.004109171148000091,0.004069362438728523,14.090618927409537,12.295464815472709,11.37493843958266
"SanMarino",5.2668010149130176,8.62520451167239,18.347391292900365,16.469273402406518,15.64830621724845
"SaoTomePrincipe",4.610880246592927,7.009854925709229,12.405935224918974,10.931037913932606,10.169170331958195
"SaudiArabia",22.250098210478804,17.424698439420204,19.76520662537853,18.106391811824327,17.133523745051093
"Senegal",5.439051408554021,18.815474515862768,17.07509305539902,15.359611000216283,14.378905270754164
"Serbia",11.54551875675028,13.554362517220802,18.30070000035135,16.60389625024204,15.785949012146915
"Seychelles",0.21734469369063233,9.35607123994752,14.437748934003947,13.012659482447967,12.190395985470353
"SierraLeone",10.165496226307987,17.869012064024815,16.862817192685934,15.114823446760987,14.087813768434824
"Singapore",1.3093499577724976,4.531260385222664,19.354901077898823,17.321432270167076,16.463976176867792
"Slovakia",4.554147592473538,10.197387892704512,18.16906408503782,16.25259475113031,15.194282751949443
"Slovenia",4.314006194843646,5.6755081122913404,14.484224488301795,13.018499483654116,12.246154042304175
"SolomonIslands",0.0305144392035218,0.02253062229792662,12.871507772485815,13.377201406818479,12.40210642709725
"Somalia",9.976242785166058,25.6242572824048,23.855060256584746,21.833295643762053,20.59061899353703
"SouthAfrica",16.388452780909265,25.559312992655446,22.665640076108925,21.003218766777355,19.922728900550194
"SouthKorea",0.06039659924049585,0.34128781165051303,16.970546070765444,14.909795522194882,13.925327121080972
"Spain",4.2307010325770475,6.916445339678666,16.10589585117704,15.165816958149703,15.165816958149703
"SriLanka",3.5345884525811853,20.247018874188814,17.589431470483593,15.927774519787082,14.957184705108052
"Sudan",16.163519729508995,13.190898406388612,16.311292165111986,14.944476907426631,14.108658874785663
"Suriname",2.603905786594716,11.216450651067882,15.503209620318648,13.853699527201046,12.951962377970059
"Sweden",4.559371594263325,5.00271136994425,13.487109005930659,11.935702435747146,11.120402715271075
"Switzerland",5.825178949017179,6.292679884617014,19.013691528801736,17.11922538053918,16.062242795044597
"Syria",10.732790541345146,22.430149425922004,20.19955741043647,18.743779336076567,17.764487288616877
"Tajikistan",21.744581510535912,19.056735303036493,16.778490581479826,15.064401050054697,14.09600438340016
"Tanzania",0.23044515052428774,10.899621926209328,8.950990962360041,7.776330726434279,7.177903609779548
"Thailand",0.09997044161488325,20.530026152460106,25.923920871793786,23.516944930157617,22.084819744294908
"Togo",1.9230037796598658,12.605360909754646,15.858948994756549,14.226210289101665,13.314622275551734
"Tokelau",0.,0.,0.9341497745999272,8.285553260433387,7.640328606244901
"Tonga",0.,0.0037840371685090722,15.481405100699973,13.55819764508761,12.56454573065694
"TrinidadTobago",3.8495507931278206,22.581474383314212,25.44637973252677,23.659381390509814,22.597247251873327
"Tunisia",6.533361682281566,15.887751111636645,18.914322238770776,17.230872041096408,16.23081560552788
"Turkey",7.661198227503382,12.472765181330416,20.064468660321364,18.6672606510473,17.709068273863966
"TurksCaicosIslands",3.219149562719032,4.891204338396309,11.404979901349432,10.027185094787946,9.310065946186462
"Tuvalu",0.,0.,11.362351398189558,9.879499683538079,9.109937484646622
"Uganda",6.4301677441352485,14.804130252893113,14.057348879446815,12.498992039853825,11.659081049854512
"Ukraine",11.562241974623895,16.282249892704577,19.187884363345685,17.531571649292143,16.628041331115877
"UnitedArabEmirates",12.368130247723476,25.35233129076507,24.044599792059596,23.4082492998322,22.71784730721837
"UnitedKingdom",4.7344598600398236,10.697235762810879,16.302410062898247,14.866410794792003,14.054746640151697
"UnitedStatesVirginIslands",2.604849069545522,3.8549315091762884,13.779119617724941,12.252876724042165,11.486349998250956
"Uruguay",0.9077579607868853,9.07880672861691,16.989824214051303,15.111457727210414,14.104716079639731
"Uzbekistan",0.009543272861034229,21.022002690500663,21.76043063628252,19.453473783419945,18.288247318042668
"Vanuatu",0.006760452336300544,0.01588209104032738,15.911106916024337,13.920382762856656,12.884525772260755
"VaticanCity",15.79008945784345,11.348112790483787,9.312645832019681,8.084885311742314,7.457640925975411
"Venezuela",17.627699419140505,23.31065021004433,24.843881861710177,24.191196788773006,23.359260279156665
"Vietnam",0.002263417924751915,1.745860153011024,13.486418758430782,11.792066240829662,10.915163094082999
"WallisFutuna",0.011704884462735229,1.0916847871164945,8.68711498864777,7.528476831664344,6.955611652577554
"Yemen",8.790757044574727,20.056120374221035,18.266036292843754,16.469241111865696,15.436761501686675
"Zambia",1.9410202724050931,15.814747460632663,17.581829969248925,15.585376531695944,14.559578398934223
"Zimbabwe",1.2011630675348668,16.75350973346073,14.38791252981017,12.702908824391304,11.82213755784912
