,Date_reported,Country_code,Country,New_cases,Year,Population,Indicator
177,2020-06-28,BE,Belgium,41,2020,11561716.0,0.00035461863965522073
178,2020-06-29,BE,Belgium,24,2020,11561716.0,0.00020758164272500725
179,2020-06-30,BE,Belgium,127,2020,11561716.0,0.0010984528594198302
180,2020-07-01,BE,Belgium,100,2020,11561716.0,0.0008649235113541969
181,2020-07-02,BE,Belgium,135,2020,11561716.0,0.0011676467403281658
182,2020-07-03,BE,Belgium,93,2020,11561716.0,0.0008043788655594031
183,2020-07-04,BE,Belgium,94,2020,11561716.0,0.0008130281006729451
184,2020-07-05,BE,Belgium,64,2020,11561716.0,0.000553551047266686
185,2020-07-06,BE,Belgium,24,2020,11561716.0,0.00020758164272500725
186,2020-07-07,BE,Belgium,112,2020,11561716.0,0.0009687143327167004
187,2020-07-08,BE,Belgium,99,2020,11561716.0,0.000856274276240655
188,2020-07-09,BE,Belgium,137,2020,11561716.0,0.0011849452105552496
189,2020-07-10,BE,Belgium,124,2020,11561716.0,0.0010725051540792041
190,2020-07-11,BE,Belgium,127,2020,11561716.0,0.0010984528594198302
191,2020-07-12,BE,Belgium,62,2020,11561716.0,0.0005362525770396021
192,2020-07-13,BE,Belgium,43,2020,11561716.0,0.0003719171098823047
193,2020-07-14,BE,Belgium,224,2020,11561716.0,0.0019374286654334008
194,2020-07-15,BE,Belgium,207,2020,11561716.0,0.0017903916685031876
195,2020-07-16,BE,Belgium,260,2020,11561716.0,0.002248801129520912
196,2020-07-17,BE,Belgium,226,2020,11561716.0,0.0019547271356604853
197,2020-07-18,BE,Belgium,274,2020,11561716.0,0.0023698904211104993
198,2020-07-19,BE,Belgium,130,2020,11561716.0,0.001124400564760456
199,2020-07-20,BE,Belgium,64,2020,11561716.0,0.000553551047266686
200,2020-07-21,BE,Belgium,443,2020,11561716.0,0.003831611155299092
201,2020-07-22,BE,Belgium,145,2020,11561716.0,0.0012541390914635857
202,2020-07-23,BE,Belgium,553,2020,11561716.0,0.004783027017788709
203,2020-07-24,BE,Belgium,439,2020,11561716.0,0.0037970142148449244
204,2020-07-25,BE,Belgium,496,2020,11561716.0,0.0042900206163168164
205,2020-07-26,BE,Belgium,229,2020,11561716.0,0.0019806748410011107
206,2020-07-27,BE,Belgium,184,2020,11561716.0,0.0015914592608917224
207,2020-07-28,BE,Belgium,595,2020,11561716.0,0.0051462948925574716
208,2020-07-29,BE,Belgium,685,2020,11561716.0,0.005924726052776249
209,2020-07-30,BE,Belgium,703,2020,11561716.0,0.006080412284820004
