"Country","KD","KW","KM","KD0.5","KW0.5","KM0.5","KD1.5","KW1.5","KM1.5"
"Serbia",36.120081455839006,36.60140001861992,50.92613686014875,18.060040727919503,18.30070000930996,25.463068430074376,54.18012218375851,54.902100027929876,76.38920529022313
"Seychelles",28.0114333598939,28.87549834960247,38.16655421795589,14.00571667994695,14.437749174801235,19.083277108977946,42.01715003984085,43.31324752440371,57.24983132693384
"SierraLeone",31.50097834380525,33.725633634381914,54.64687805325479,15.750489171902625,16.862816817190957,27.323439026627394,47.25146751570787,50.58845045157287,81.97031707988218
"Singapore",37.60353765711797,38.709800980804,45.468460932036386,18.801768828558984,19.354900490402,22.734230466018193,56.40530648567695,58.06470147120599,68.20269139805458
"Slovakia",35.91771034355556,36.3381271296105,42.12063127128914,17.95885517177778,18.16906356480525,21.06031563564457,53.87656551533334,54.50719069441575,63.18094690693371
"Slovenia",27.37905342732941,28.968448454888968,40.93991795618256,13.689526713664705,14.484224227444484,20.46995897809128,41.068580140994115,43.45267268233345,61.40987693427384
"SolomonIslands",20.2131907605778,25.743016223282318,53.57748215985884,10.1065953802889,12.871508111641159,26.78874107992942,30.319786140866697,38.61452433492347,80.36622323978825
"Somalia",48.78055122830639,47.71012094598115,45.919398805239915,24.390275614153197,23.855060472990576,22.959699402619957,73.17082684245959,71.56518141897173,68.87909820785987
"SouthAfrica",41.547141040917616,45.331280837955156,56.020226980872756,20.773570520458808,22.665640418977578,28.010113490436378,62.32071156137643,67.99692125693274,84.03034047130913
"SouthKorea",32.26542555891391,33.94109190347999,40.496649410511864,16.132712779456956,16.970545951739997,20.248324705255932,48.39813833837087,50.91163785521999,60.744974115767796
"Spain",31.839207687421624,32.211791608756144,34.257750366198245,15.919603843710812,16.105895804378072,17.128875183099122,47.75881153113244,48.317687413134216,51.386625549297364
"SriLanka",33.817845548371366,35.17886179118508,51.89273318968608,16.908922774185683,17.58943089559254,25.94636659484304,50.72676832255705,52.76829268677761,77.83909978452913
"Sudan",32.17207385498994,32.62258321356473,45.936687171452505,16.08603692749497,16.311291606782365,22.968343585726252,48.258110782484906,48.9338748203471,68.90503075717876
"Suriname",30.762037854752073,31.006419095192523,42.03917591818948,15.381018927376036,15.503209547596262,21.01958795909474,46.14305678212811,46.50962864278878,63.05876387728422
"Sweden",26.482129733448232,26.974218024550726,40.7172501980454,13.241064866724116,13.487109012275363,20.3586250990227,39.72319460017235,40.46132703682609,61.075875297068094
"Switzerland",37.5917501889708,38.02738234273486,49.394830075376674,18.7958750944854,19.01369117136743,24.697415037688337,56.3876252834562,57.041073514102294,74.09224511306502
"Syria",38.232151564469994,40.39911317366574,42.46043870362554,19.116075782234997,20.19955658683287,21.23021935181277,57.34822734670499,60.59866976049861,63.69065805543831
"Tajikistan",29.5843452000784,33.55697994742482,56.21153826756778,14.7921726000392,16.77848997371241,28.10576913378389,44.3765178001176,50.33546992113723,84.31730740135167
"Tanzania",16.203010266785064,17.901981941260498,33.40815273374638,8.101505133392532,8.950990970630249,16.70407636687319,24.304515400177596,26.852972911890745,50.112229100619565
"Thailand",51.48685629678638,52.077844731885136,56.140026750325674,25.74342814839319,26.038922365942568,28.070013375162837,77.23028444517956,78.1167670978277,84.21004012548852
"Togo",29.42609164306798,31.71789896323261,41.9725182538187,14.71304582153399,15.858949481616305,20.98625912690935,44.13913746460197,47.57684844484891,62.95877738072805
"Tokelau",2.051949189053775,1.8682996580290379,2.645502602784916,1.0259745945268874,0.9341498290145189,1.322751301392458,3.0779237835806623,2.802449487043557,3.9682539041773737
"Tonga",29.226303423801873,30.96281056717135,49.45990910096394,14.613151711900937,15.481405283585675,24.72995455048197,43.839455135702806,46.444215850757026,74.1898636514459
"TrinidadTobago",46.04857294840629,50.89276199521585,55.279393511906484,23.024286474203144,25.446380997607925,27.639696755953242,69.07285942260944,76.33914299282378,82.91909026785973
"Tunisia",34.249804888823476,37.82864471823261,49.07316406892893,17.124902444411738,18.914322359116305,24.536582034464466,51.374707333235214,56.742967077348915,73.6097461033934
"Turkey",39.294743803965254,40.12893787279963,44.2321539547163,19.647371901982627,20.064468936399816,22.11607697735815,58.942115705947884,60.193406809199445,66.34823093207446
"TurksCaicosIslands",20.179012967207523,22.80996007567655,34.150726365563436,10.089506483603762,11.404980037838275,17.075363182781718,30.268519450811283,34.21494011351483,51.22608954834516
"Tuvalu",22.58865749317126,22.72470245499581,33.40899232973577,11.29432874658563,11.362351227497905,16.704496164867884,33.88298623975689,34.08705368249372,50.11348849460365
"Uganda",22.99561433658691,28.114696650938125,51.60151306166271,11.497807168293456,14.057348325469063,25.800756530831354,34.49342150488037,42.172044976407186,77.40226959249406
"Ukraine",37.837991460481355,38.375768807216154,44.74086776484465,18.918995730240677,19.187884403608077,22.370433882422326,56.75698719072203,57.56365321082423,67.11130164726697
"UnitedArabEmirates",47.37784630765821,48.0891998631793,56.19142039968749,23.688923153829105,24.04459993158965,28.095710199843744,71.06676946148731,72.13379979476895,84.28713059953122
"UnitedKingdom",32.728915458398184,32.604819771832446,40.39139560415977,16.364457729199092,16.302409885916223,20.195697802079884,49.09337318759728,48.90722965774867,60.58709340623965
"UnitedStatesVirginIslands",27.347475159073596,26.993069255782405,35.46158306396453,13.673737579536798,13.496534627891203,17.730791531982266,41.021212738610394,40.48960388367361,53.1923745959468
"Uruguay",33.36659481015099,33.97964737347764,45.13733029291661,16.683297405075496,16.98982368673882,22.568665146458304,50.04989221522649,50.96947106021646,67.70599543937492
"Uzbekistan",40.366961395803706,43.52086026915373,53.01627330408132,20.183480697901853,21.760430134576865,26.50813665204066,60.550442093705556,65.2812904037306,79.52440995612197
"Vanuatu",33.30132040163891,31.822213477758627,40.37138657852697,16.650660200819456,15.911106738879313,20.185693289263487,49.95198060245836,47.73332021663794,60.55707986779046
"VaticanCity",16.920459210530353,18.625291944560235,36.98310719115823,8.460229605265177,9.312645972280118,18.491553595579116,25.38068881579553,27.937937916840355,55.474660786737346
"Venezuela",49.881759438827274,49.68776098832752,67.67242913088026,24.940879719413637,24.84388049416376,33.83621456544013,74.82263915824092,74.53164148249128,101.50864369632039
"Vietnam",26.851905482103668,26.972838053596384,34.59997311397161,13.425952741051834,13.486419026798192,17.299986556985804,40.277858223155505,40.45925708039458,51.899959670957415
"WallisFutuna",16.08555120629238,17.374229977127367,33.4403733882432,8.04277560314619,8.687114988563684,16.7201866941216,24.12832680943857,26.06134496569105,50.1605600823648
"Yemen",36.52537841828695,36.53207322535348,44.15300711435492,18.262689209143474,18.26603661267674,22.07650355717746,54.78806762743042,54.798109838030214,66.22951067153238
"Zambia",33.15059134747794,35.163659171503674,45.35000834682155,16.57529567373897,17.581829585751837,22.675004173410773,49.72588702121691,52.745488757255515,68.02501252023232
"Zimbabwe",29.728072345552665,28.775824954704433,43.35582325077003,14.864036172776332,14.387912477352216,21.677911625385015,44.592108518329,43.16373743205665,65.03373487615505
